smiles,m,sigma,epsilon_k
C1CCNCC1,2.5669962169928917,3.751763674055464,294.8209154621515
C1COCO1,2.8741470572359216,3.1695094407994873,265.7761939225492
CC1CCCO1,2.7458837854111,3.641362674698427,266.51322390611085
Cn1c2c(c3ccccc31)CCCC2,4.525927528924473,3.817449013899765,348.00067930147736
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.357060690384405,3.960603591664123,208.50469338378588
CC(C)OC(=O)CCC(=O)OC(C)C,6.733185051518804,3.4535370153139917,229.93489143249812
CNCCO,1.9615481765435523,3.8899512953819615,315.12102891468567
CCCCS,2.7225160917768703,3.7478302362320015,279.9698306510941
FC(Cl)C(F)(F)Cl,2.937398466668389,3.4940650591821116,218.34115448106297
ClCCOCCCl,4.208568686196509,3.3618450736308167,271.5605009298793
c1ccc2ncccc2c1,3.197245964088023,3.763903027985013,357.77719652913794
[2H]C([2H])([2H])C(=O)O,2.859410618854481,3.009137639708223,305.34427437177396
FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,6.063352607452271,3.8571623348576622,187.6149833662706
FC(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.166605657671643,3.837826536938106,188.66449695191923
CCCCOC(=O)CC,4.462608937095871,3.5357654164201753,237.96251232536056
c1ccc(Sc2ccccc2)cc1,4.089486534017668,3.899035264395718,340.936772163725
ClC1CCCC1,2.8880800628281076,3.638169909428542,284.9637108822396
CC(=O)CCCC(C)CCCC(C)C,2.725538823302692,4.999999999975428,392.99264259598186
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.97699883263226,4.39178828446552,253.88120611393788
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,3.34565493443821,4.999999999959933,275.85103039613364
CCCOC(=O)CCC(=O)OCCC,2.3555103791175047,4.999999999496222,412.564468909764
FC(F)OCC(F)(F)F,3.760421332534882,3.2348865254029406,190.03093929247163
CC12CCC(C1)C(C)(C)C2=O,3.730093899013095,3.91097889441932,290.2719114281936
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,4.610200613345663,3.754729411894996,269.83868671403246
Oc1ccc(Cl)cc1Cl,3.0245620960750417,3.796998936455256,348.20062029255354
CCCCCc1ccccc1,1.9913849606526264,4.999999992908145,414.807677952305
CCCCCCc1ccccc1,4.383993435041013,3.918323227790614,282.29835009176355
CCCCCCCCCc1ccccc1,5.329138392428015,3.982309483952028,281.5021318289557
Cc1ccc2ccccc2c1C,3.977757302718878,3.811184956590947,329.7429209915887
CC[N+](=O)[O-],2.560350143795383,3.3768889689524095,312.44340517595987
CC(C)[N+](=O)[O-],2.632926455783706,3.608572856239107,305.80876758760974
CCCC[N+](=O)[O-],3.376370999842755,3.5112451663319924,277.53369822570767
CC(C)(C)S,1.89505984742917,4.314487098819562,300.1045362605484
CCC(C)Cl,2.6064711220436907,3.7439915760857607,263.944235790558
CC(C)CCl,2.640348781516546,3.719434108769319,262.60795596028197
CCC(Cl)CC,1.3576022982528606,4.999999988782209,418.2552675394772
CCCC(C)Cl,1.4483950217285928,4.881876507783337,400.5006571048146
CC(C)CCCl,1.361261289106551,4.999999945599533,417.6197951716955
CC(C)CCC#N,2.3686440660411896,4.157079643778213,345.91051004207736
CCCCCCCBr,4.35454539388564,3.650021925916751,260.40947551938586
Cc1cccc(C#N)c1,1.4764552341144903,4.940706897345999,523.4448824269582
N#CCc1ccccc1,3.6503921667278414,3.5637590541828015,330.62102808956644
CCCCCCBr,3.5174253267751854,3.782164964815902,277.1972849350076
CCCCCCC=C(C=O)CCCCC,6.368876246401386,3.7844099533585673,259.73981684421494
CC(C)C(C)CC=C(C=O)C(C)C(C)C,5.476533895598995,3.956237534913024,268.12031351769156
CCCCCCCC(CCCCC)CN(C)C,6.761555116813473,3.9575797652796623,247.90888773720388
c1ccc2cnccc2c1,3.1386677542736727,3.785660799174834,366.122595239972
COCCOC(C)=O,4.80285987172298,3.191240984064819,233.845700943508
C[Al](C)C,4.302177970390764,3.123178940261905,239.08905769124345
O=[N+]([O-])c1ccccc1Cl,2.877971465529501,3.876303038040402,384.2194859150389
O=[N+]([O-])c1cccc(Cl)c1,3.4260286981314105,3.637713547225001,342.38731933324704
[2H]OCC,1.8296960245203464,3.492299544868292,223.78476622433152
CCCC(C)CC=O,4.0957408823177754,3.572163793446872,248.7694971453119
CC(C)C(C)CC=O,3.3632036834784604,3.817013765060928,276.4731816746356
CC(C)C#N,2.6688028927352683,3.5683473338705385,291.26607833313494
COC(=O)C1CCC1,3.045778741162841,3.7290670796769927,290.22273949857924
C=CC(=O)OC,2.837046808627938,3.4696140328410188,265.1782349709812
c1ccoc1,2.4731225007653874,3.330710652709258,250.08529781650833
Sc1ccccc1,2.2848835506197105,4.02714915202254,363.7478488407706
CN1CCCCC1,2.511915222756631,4.0199135557591195,296.6398867051818
CN1CCNCC1,2.338489928912036,4.073052714415276,326.088775176749
Cc1ccc2ccccc2n1,3.919319701369518,3.6662068524122464,324.2020268248456
Cc1ccc2ncccc2c1,3.4830255814765687,3.825830179643387,352.1245340343286
CCC(C)OC(C)=O,4.008623075955346,3.541158257143283,230.83829269660913
NCc1ccccc1,1.727667770439707,4.561773489688296,437.0969927764111
C=CCOc1ccccc1,3.861079697413047,3.664014592701871,288.7011722909782
COC(=O)CC(=O)OC,6.751133922066132,2.8308983693157708,217.71567533698055
CC1CCCCC1=O,3.3117332020000214,3.700392081278268,296.8284522164877
OC1CCCC1,2.8727605503815967,3.550527239151271,283.6551158801209
CCCOC(=O)c1ccccc1,4.669857049520369,3.634308623377283,280.81366869825905
CCCCOC(=O)c1ccccc1,4.833294220281587,3.722916105266907,283.807785235044
CCCCCCOC(C)=O,4.897124123284953,3.564352972291514,239.10968434870625
CCCCCCCOC(C)=O,5.262774100458159,3.5997976115022747,240.42554716004827
ClCBr,2.2581286962739595,3.3914472100479505,300.36845953541507
OCCN(CCO)CCO,4.051077933631581,3.6557188852120968,333.6030393852035
BrCCc1ccccc1,4.411895497252921,3.498315789114834,285.19945427775565
CC(C)(C)N,2.831414235855088,3.613528718205055,229.5847275610404
CCCCCCCCc1ccccc1,5.353028251686891,3.872199640659632,272.25596482904405
NCCNCCN,4.12713853550666,3.329548341431886,292.79210033749143
CC(O)CC(C)(C)O,5.885444497081464,3.110880070421803,233.6144582723387
FC(F)(F)C(F)(F)C(Cl)Cl,3.2613528614337723,3.659022710925642,215.81583503213292
FC(Cl)C(F)(F)C(F)(F)Cl,2.5432095311477996,4.004634500740924,250.12039222834736
CC(C)OCCO,1.5907327538432166,4.724464692804338,345.68997392630246
COP(=O)(OC)OC,4.26129856086394,3.348464857570862,281.1903450947175
CCOP(=O)(OCC)OCC,6.155975588624534,3.34525750511239,236.39359549119152
CCCOP(=O)(OCCC)OCCC,6.326206574555063,3.639921506149788,249.58445660259653
CCCCOP(=O)(OCCCC)OCCCC,6.6995161547364255,3.844745426368556,256.30115976616116
CCCOCCO,3.042353818832999,3.760433348704351,288.50391448760263
COCCOCCO,2.973347297943305,3.860154429074591,308.2168269921747
CCCCC(C)=O,3.7188730340515574,3.5330854276690493,253.55544995707027
CCCCC(=O)CCCC,4.713907667847627,3.679505737919597,253.62127156331076
CCCCCCCCCC(C)=O,5.92251770952997,3.62460046966604,246.6334101396426
CCCCCC(=O)CCCCC,5.685659828604893,3.6735538033458273,248.7558155550124
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,6.216849809839407,4.249874962276423,212.37626349563476
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,7.220455432886879,4.579833835729456,222.2234949179838
CC1CCCC(=O)C1,3.1352537326455696,3.783965974005955,309.1948811662485
CC1CCC(=O)CC1,2.973432696642618,3.867300671786774,318.60463738396356
c1ccc(-c2ccccc2-c2ccccc2)cc1,5.2799482748629405,3.884219500500764,317.7337636505348
CC(C)NC(C)C,1.5840251506903291,4.999999999926581,319.3534700039777
C#CC(C)(O)CCC=C(C)C,4.34419401163839,3.831141319553527,261.37115078567695
C#CC(C)(O)CCCC(C)CCCC(C)C,3.1118246836535106,4.99999999999919,389.7677556854056
CC(=O)C=CC=C(C)CCCC(C)CCCC(C)C,3.6047367174097418,4.99999999997041,381.9782521503487
O=C1OCCO1,3.4176539301553763,3.0426850178019684,369.1920623104513
O=S(=O)(Cl)Cl,2.8472817063233307,3.323136705971689,258.677654503819
CC(=O)OCCC(C)C,4.7300945617236625,3.462610654225971,228.7434615704688
OCC1CCCO1,2.3491608051356536,3.925399994981316,366.26867874212087
OCc1ccco1,2.80881852482532,3.5503573627256015,326.9909674842431
CN(C)CCO,2.8948228495994313,3.652168442311927,289.4601738920536
CC(N)CN,3.045765495728384,3.394392264209756,279.4415607301455
COCCOCCOC,4.650822769350377,3.4492125642960083,244.80614523585135
CCOCCO,4.520524022992436,3.0526160392234187,239.53942371885037
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.254695582447754,3.687868076693982,186.47855737848533
C=CCOC(C)=O,4.178706151514684,3.222790270245003,226.6538573174154
O=C1CCCCC1,2.704258095631459,3.767543801476033,329.98354702321217
CCC(C)O,3.8006841730858754,3.186116942858737,220.21995102346523
CCC(O)C(C)C,3.226486832636998,3.762076647373642,251.39062643106325
COCCOC,3.538313995567558,3.3581748683235935,234.85579008916048
CCC#N,2.3688137199241903,3.437437884754835,312.89898500761376
CCCC#N,2.954798800291432,3.42549891061201,284.1568789089711
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,5.952992009366087,3.776720216458637,175.7533981897671
CCCCO,3.5519172522859024,3.277990400039727,236.96938544012696
CC(C)CO,3.7735396695555337,3.207305831466971,225.23824773068705
COB(OC)OC,4.08728563066009,3.2386617259395667,206.23836834308725
CCOB(OCC)OCC,4.490019226938711,3.659763963882391,220.57464264844748
CCCCCOC=O,4.606773051188515,3.3403439371353683,225.50613381065793
CN(C)C(=O)N(C)C,4.035292661513225,3.4475208214815463,275.78605529446827
FC(F)F,2.682371760118599,2.819026973667514,148.93184916970367
CO,1.0000000001385776,3.870122476116043,295.9449165837535
CC(Br)CBr,2.711258120565351,3.747836961777176,318.37744240661175
CCCCCCCCCCCO,4.163604966368955,4.160804214414355,282.1887966061271
CCCC(C)=O,3.383945897075705,3.463787229062829,252.30101521893351
O=C1CCCC1,2.9695623257859216,3.443968985781124,297.6288465621329
C=CCO,1.7975938806205285,3.762780093568778,286.5307668330632
C#CCO,2.86761740587226,3.0442524577668317,302.41029987887225
C=CCCl,2.581275796897647,3.418238531045867,252.5587939956712
COc1ccccc1O,3.724036346801953,3.476019586747543,306.9120996449068
CN(C)CCOCCO,2.5898305413008575,4.242861846187742,274.56133126912533
O=[N+]([O-])c1cccc(Br)c1,3.5024829969454654,3.657171886714381,352.2890609202999
Cc1ccc(C=O)o1,3.631319857456056,3.371648084356216,302.7492179310998
O=C(OCc1ccccc1)c1ccccc1,4.80617738020253,3.855439731218475,327.1500721710832
C1CCOCC1,2.6091751831609664,3.673164055754789,282.3538809511724
CCOC(OCC)OCC,6.123296688503126,3.2683533875224535,203.54307979717532
CCCCCBr,1.4009414536200246,4.999999999999902,442.69135801444554
CCCCCI,3.8154491633642658,3.5878407467620255,265.05866023495525
CCO[Si](C)(C)OCC,1.9203553715358284,4.999999999854572,340.41614437157386
CCCBr,2.6308816381169304,3.5523452881954887,268.80236654238263
OCCCCCCO,4.388963260519585,3.431247909094328,288.6947525010951
CCc1cccnc1,3.448602533658762,3.5716022600430324,291.5758905947748
COCCOCCOCCOC,5.491073705186431,3.563893219295371,253.75747514498897
CCCNCCC,3.9568382504345,3.5571542743417166,231.51643933783265
C=CCCCCC=C,3.6048509063309577,3.808255917513826,246.37149117189352
CCCN(CCC)CCC,4.183426323078972,3.922474372892975,246.948535624455
CNN,4.054770357667465,2.566672688219928,233.3328630826805
COC(C)COC(C)CO,4.586358255717563,3.5996651065872305,259.3150287149059
CCCCCF,3.251755163599693,3.54075002141957,228.62192335282649
C=C(C)C#N,1.2492882083048762,4.603986350958098,445.8981937148745
BrC1CCCCC1,2.9542863734850004,3.853962516414996,317.19720547777456
NCCCN,3.1149997642531195,3.356093857186253,278.26093812590716
CN(C)C1CCCCC1,4.4265274815967,3.56787508611757,249.14099646003592
Cc1cccc(Cl)c1,3.0371594060755616,3.7727885916056527,310.929656170542
Cc1ccc(Cl)cc1,2.978319418965521,3.802247097235778,314.14771573689757
CCCCC(=O)OCC,4.517246583463086,3.5241782764316296,236.18590702034297
CCCCC(=O)OCCC,1.896073915256344,4.999999998724261,393.7418942336227
CCCOCOCCC,2.685829272772776,4.320460115557018,302.9821872971402
CC(C)COCOCC(C)C,4.685770843063846,3.807111455235239,237.58760697955404
C[Si](C)(C)N[Si](C)(C)C,2.3433513360190066,4.979566222084056,296.0788383697101
C1CC2OC2C1,2.8157382628789107,3.454937225585455,283.0806734453496
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,7.967032774381417,3.824045807527938,185.39180006219112
c1ccc2[nH]ccc2c1,7.5399345086341505,2.6877086543521256,245.3732078414854
CC(F)(F)CC(F)(F)F,3.974845758004747,3.2776066454922317,190.76163674581724
CCCOCC(C)O,3.5459854222777394,3.741465221293113,264.36331463189816
C=COCCCC,3.4881271130582014,3.6210839724357102,238.17714948462293
C=CC(=O)OCCCC,4.075326323497535,3.605776327533936,250.6772591274525
CCOC(=O)C(CC)C(=O)OCC,7.312462458459539,3.2400341345129187,215.56666771820443
CCCCCC(C(=O)OCC)C(=O)OCC,6.898484105961269,3.609190348702788,234.1028772068289
CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC,9.999999999994026,3.8070686641085145,244.14026190425787
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,8.911062811182205,3.5642741312167483,236.8904643749507
CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC,9.999999983543828,4.410956293143667,258.0493462954911
CCCCCCCCSCCCCCCCC,7.340087858518702,3.88304068446788,261.91292487234307
CCCCI,2.1013428647638177,4.232080474132491,353.8845951341963
CC(C)c1ccccc1Cc1ccccc1C(C)C,5.567947898221716,4.098669417354026,303.7835383176814
CC[Si](CC)(CC)CC,3.9745166240252874,3.981918135750262,251.83165261549357
CCCCCOC,3.4504847634668563,3.7009955385733138,242.41984760923583
C=CCOCC=C,7.893904105120906,2.711287476237057,162.31381385264223
C=C(C)C(=O)OCCCC,4.12568841391383,3.7350969666868776,256.9165346697789
FC(F)OC(F)C(F)(F)F,3.584016787867537,3.3571158198431315,188.80061182499043
O=[N+]([O-])C1CCCCC1,3.7458872963698586,3.5696964173088133,301.07096846515276
[3H]O[3H],1.6805691346616016,2.5000000000506386,450.0360441231579
Nc1cccc(Cl)c1,3.027120745486783,3.7124500944310057,359.66838063675567
CCCCOC(=O)c1ccccc1C(=O)OCCCC,7.073712098886848,3.7718928508425735,272.28468579660216
NCCNCCNCCN,1.8016118601189464,4.999999999407946,544.9098199805192
CCOC(=O)c1ccccc1O,1.917531438599404,4.855772089645062,460.48323615533286
Cc1ccc(C(C)C)c(O)c1,2.0987761504677698,4.775936609197696,434.8747723371118
[O-][n+]1ccccc1,4.469092487017918,2.949574780859161,329.99550135749973
Cc1ccc[n+]([O-])c1,1.224611401561523,4.968065683947716,710.6561081003106
Oc1ccc(Cl)cc1,4.0049959943798665,3.281934283771264,307.82142051351127
Clc1ccc(Cl)c(Cl)c1,3.3615849320733746,3.741323190940064,329.5125708049411
CCCCOC(=O)C(=O)OCCCC,2.3832617804784,4.999999999999986,400.7058097732289
CC(C)(N)CO,3.8844437907748377,3.255300359326884,257.7387512697388
CCCCSSCCCC,4.242702637393418,3.977504830178058,293.46570880449053
COC(N)=O,2.6698391027975825,3.263667769746431,372.9239714664705
CCOC(N)=O,1.015674398056254,4.999999999603897,632.5729980779655
CC[Sn](CC)(CC)CC,4.683432122509778,3.854348027191546,250.5476231578945
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,6.767354126683204,4.421265931837272,217.57295943342143
CC(C)CCOCCC(C)C,2.28943099458003,4.9999999998835705,352.9088430235598
CCCCCCC(=O)OC,5.023383079211278,3.520463941734833,236.4730013575924
CCCCCCCCC(=O)OC,5.320857510045262,3.694598462257901,248.50101157933804
OCCCCCO,4.273191842037695,3.290870708592794,286.9581257627307
Clc1cccc2ccccc12,3.341417229948865,3.8991045896243057,360.8109060365431
O=[N+]([O-])c1ccccc1O,1.2802131042476952,4.999999999874045,579.3613125963363
CCO[Si](C)(OCC)OCC,2.184879508954171,4.999999968754139,337.7176652617061
O=C(OC(=O)C(F)(F)F)C(F)(F)F,6.5754987659551425,2.866429697558605,147.4625058538798
ClB(Cl)Cl,2.0582689976990656,3.735032926670197,256.03150263552726
CCN(CC)CCO,3.733279435019933,3.657170204658573,271.99811573326775
O=CN1CCOCC1,3.5743177078964794,3.436121761989707,344.1685139201797
CCCCCCNCCCCCC,2.708840714435377,4.999999999879662,368.23632508130873
CC1CCCCC1O,3.4478048310764065,3.6989269985400126,282.40900335534104
N#Cc1cccnc1,3.1330815935381153,3.509869374201183,345.22494407852105
Clc1ccccn1,1.248436279247241,4.814988653524596,550.5784460803673
ClC(Cl)(Cl)C(Cl)(Cl)Cl,4.889757847883786,3.268652821490745,255.6699826812069
CC[Pb](CC)(CC)CC,3.8012318046676423,4.1833170300505955,293.6419192614107
CC(=O)CO,1.9682151354731323,3.6832646356411423,406.5686029142597
CCCC(=O)OC(=O)CCC,5.218595343995824,3.4955885197960845,248.3494445818452
CCCI,2.1804242872707382,3.932526362923949,326.4242635378091
CC(C)I,2.1614404220472503,3.965502608962854,315.1707826502261
COC1CCCC1,3.0489460905989336,3.6968048066073025,267.5329234834028
CCO[C+]1CCCCC1,1.6381696346362593,4.999999999996442,407.6057824668353
CCO[N+](=O)[O-],2.9432829601449892,3.333575085602226,252.9967801502164
CC(=O)Oc1ccccc1,4.096933314578459,3.498267054755341,285.11156762866943
CCCO[N+](=O)[O-],3.527307538346664,3.3489368016425667,231.24954791130543
CCCCO[N+](=O)[O-],4.4259561474609495,3.265713410023971,208.68222074047395
C/C(C(=O)[O-])=C(\C)C(=O)[O-],4.805056078266325,3.2860520788769954,266.17251380690766
COc1ccccc1N,1.3427097209395866,4.999999999935634,577.3311936927596
ClSSCl,1.6967059179320867,4.066669059687177,426.42207088045166
CCCCCCCCCCCCCCCC(=O)OC,6.852324629742342,4.011836091766112,268.71253109485053
CCCCCCCCCCCCCCCCCC(=O)OC,7.517739137790974,4.025382659979298,269.74087274049157
CCCCCCCCCCCC(=O)OCC,9.999999999800789,3.2910580146266897,212.6921878809648
CCCCCCCC/C=C\CCCCCCCC(=O)OC,8.144423900554072,3.888224920407723,259.42368798257496
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,6.8516084858188,4.1055126280724625,277.887908488511
CCC(Br)CC,1.4004779574434203,4.9999999917555815,432.08595874687506
CCCC(C)Br,2.1721462153215914,4.276880054792252,333.42364055185635
CC12CC3CC(C)(C1)CC(C)(C3)C2,3.179695674991448,4.448742857164524,321.90208220719563
CCCCOCOCCCC,4.687081288987535,3.8048930117458384,247.22410057465265
CC(C)Br,2.4061477722284996,3.687849991521921,272.26735140833523
CC(C)CBr,2.7592242080667937,3.7401967970915457,273.27178459469906
CC(C)CCBr,1.407562454233682,4.99999999841278,433.9909271279687
CCCCCCCCBr,1.9940847751178827,4.999999996804645,416.6693335929425
CC(C)CI,2.830936230736695,3.800190541507008,290.6965490090721
CC(C)CCI,2.1593241940135224,4.400777612762779,359.9694214509941
CCCCCCCCI,6.513269000362699,3.350538728896028,235.42171140313803
CCCCCC(=O)OCC,4.612357705513116,3.6419795118896503,244.6435802359015
CCCCCCOC=O,1.6981986025671578,4.999999999999968,408.01534093622655
CCCCCOC(=O)CCC,2.0972929478331928,4.999999999995259,384.0921721324646
CCCCOC(=O)CCCC,2.062068362299015,4.999999999647256,392.3028776116294
CCCCCOC(=O)CCCC,3.726893516785762,4.214068874331672,292.0880026989663
CCCCCCC(=O)OCC,5.086512553595201,3.6459757655451703,242.95659498966387
CCCCCCCC(=O)OCC,5.422578847405129,3.679032022881171,244.41439968870247
CCCCCCCCCC(=O)OCC,6.080505008050516,3.742040079325654,247.8019372472016
CCCOC(=O)C(=O)OCCC,2.1242550571133236,4.88933903619962,412.86549573301454
CCOC(=O)C(C)C(=O)OCC,5.462532307511827,3.482809362355267,242.27382008950255
CC1CCC(C)O1,2.804721237860736,3.841726769010929,268.3901142027301
C=CCc1ccc(O)c(OC)c1,1.8349863822816417,4.999999999828071,488.7407163799755
CCC(C)c1ccccc1O,3.723032430961352,3.90827374869586,306.80200921570065
NCCCNCCCN,6.7006565707634635,3.071721905013096,219.30196114634165
CC1CCC(=O)C1,3.4871287003386175,3.470816147260422,275.69453524107826
Cc1ccccc1Cc1ccccc1C,3.9149802501757094,4.198204214391396,342.7584183876447
C=C(C)C(=O)OCC,3.678518504030944,3.5564468124706248,249.14516209946336
C=CCOC(=O)CCC,3.377788574466018,3.8493007294852912,273.8138471100282
C/C=C/C(=O)OC,2.1415605561150723,4.081770772277054,343.3415326091065
C/C=C/C(=O)OCC,4.738203958504291,3.2571772142177275,231.02653911410627
CC(C)=CCC/C(C)=C/CO,7.600208640901249,3.14035169645584,224.1667344897469
CO[Si](C)(C)OC,7.304349886374668,2.8242682398016448,160.8828654463422
COC(F)(F)C(F)(F)C(F)(F)F,3.7309593059409623,3.548738898755821,188.2989745492415
C1CC2C3CCC(C3)C2C1,3.088003450825016,4.040395247447236,319.1867966678213
COC(F)(F)C(F)C(F)(F)F,4.774903632782189,3.190980679136778,179.46477344354372
CCOC(=O)/C=C/C(=O)OCC,1.9127313149611291,4.999999999502159,443.2596760581757
CCOC(=O)/C=C\C(=O)OCC,6.166491403926493,3.295669295884794,243.10475109066417
C=CCBr,2.391230925804814,3.590459994634127,285.7593492389536
OCC1CC1,1.0000000001378162,4.89250794209315,561.6800405265167
CC1CCC2CC1C2(C)C,3.441819605952398,4.002601632532768,285.91738747999193
COP(C)(=O)OC,4.390576795804284,3.220628060001234,268.6729082633703
O=C(O)C1CC1,2.602572628105712,3.5472206789443503,329.7393586645941
CC(=O)C(F)(C(F)(F)F)C(F)(F)F,4.0168594439315815,3.537931615724819,194.37119893978564
CCc1ccncc1,3.765043944641801,3.4625263105387787,278.01156337784687
CCSc1ccccc1,3.8416466359216073,3.667535180974776,299.41627294232416
CCOC(=O)CC(C)=O,2.4225710928368045,4.204201940166852,365.99800843396827
CCOC(=O)C(C)O,3.2149857853270527,3.691819141740025,279.7217427629156
CCN(C=O)CC,3.37887100747982,3.5902480973830597,305.6072958814224
BrC1CCCC1,2.984638011132281,3.656050884625981,297.6106816037891
CCO[SiH](OCC)OCC,2.0204694685585656,4.999999999962188,346.34378954366457
CC(C)COC(C)OCC(C)C,3.097413273737514,4.550731423347151,295.98159936785817
COS(=O)(=O)OC,3.0928374195664676,3.5200925315467995,335.0127209794439
COC(=O)C=Cc1ccccc1,1.7798747299464572,4.999999995803525,513.0070049362881
O=S(=O)(Cl)c1ccccc1,4.98789688760382,3.3055068876274203,286.9385776563345
O=C(Cl)c1ccccc1C(=O)Cl,1.9831953623668168,4.784160728226701,503.7325782982514
Cc1ccccc1C#N,2.7051529476884815,3.950565561300886,365.62923991019215
Cc1ccc(C(C)C)cc1O,1.8191893853736087,4.9999999928911025,479.84594016515314
O=COC1CCCCC1,3.611686803416264,3.6564541700016857,279.5898012730501
FCC(F)(F)OCC(F)(F)F,4.883599386141027,3.1653340003623525,184.47867854476493
FC(F)C(F)(F)OCC(C(F)(F)F)C(F)(F)F,5.326433386739241,3.453367439005635,174.4037768599239
CCOC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.498515204992831,3.692803886803813,190.28153906785468
CCCCOCCOCCOCCCC,4.359481907697694,4.313275965294043,295.83616863319276
OC(CCl)CCl,2.053557583328733,4.040464463747747,410.58366636531554
COC(=O)C(Cl)(Cl)Cl,2.793803002203859,3.8880168997032127,318.16122064264084
CCC(C)Br,1.2274288671114402,4.98607085937079,439.53660006458387
CCCCCOCOCCCCC,2.5643563068373547,4.999999989374398,363.3250029301952
CCC(CC)=NO,2.738837957544457,3.8802180662017385,314.0948961834663
O=C(O)C1CCC1,3.4184579932146257,3.424534670858308,302.35319134978056
C=C1CCCCC1,1.3398267622717737,4.999999999971358,429.24830611682546
CC1CCC(O)CC1,1.4553840460507506,4.9999999990263815,486.194033726239
CCOC(=O)C(Cl)Cl,1.414103870661874,4.999999999960815,477.0293985570806
CCOC(=O)C(Cl)(Cl)Cl,1.7048065867925848,4.8777267361871735,431.7238236857429
CC(O)COC(C)CO,4.93086604646977,3.3652802329116476,270.2007031660538
COC(=O)CCCCC(=O)OC,7.332068832048674,3.115942222515584,227.93951717993343
O=[N+]([O-])c1ccc(F)c(Cl)c1,3.8520367551391823,3.5202901161487175,318.35362482413507
COS(=O)OC,2.7630434506568045,3.5597466695491153,306.1824395910671
CCCOS(=O)OCCC,2.198535291931633,4.7270084499865765,385.8477172044213
CCOS(=O)OCC,3.6773501020431714,3.616443894821756,275.0876429260136
CCCCCCCF,2.274735368515095,4.446165893793053,319.6807770863178
CCCCCCCCF,2.745899791368637,4.330483845200609,302.92387161059514
CCOC(=O)C(F)F,3.365098874213988,3.4619752570155,249.15321294013827
Cc1ccc(C)o1,3.3790362682340165,3.4549973347620244,246.48911237920908
COCCC#N,3.450261756842437,3.3197615473260376,297.1217566075083
CC(=O)CCc1ccccc1,1.7761840021087938,4.999999999966148,487.382682255847
CC1CCC(C(C)C)C(O)C1,4.004313926626574,3.9574729081130657,269.882425458352
COC(=O)CCCC(=O)OC,1.7303821297073516,4.999999999992237,471.6924572976865
CCOC(=O)C(F)(F)F,4.35930683867057,3.229619291476018,192.2230271941479
CCNC(C)=O,3.6878362132832536,3.325802769078349,308.4597366633267
CO[PH](=O)OC,3.5866849486770787,3.3022970127561444,296.1987493715452
Oc1cccc(Cl)c1,3.7395571992952377,3.3678706841866397,318.54707863259546
CCSC#N,2.6295720548263417,3.579631618355732,324.79692414967747
OCCOc1ccccc1,7.46423587696194,2.84716684003044,238.10478457813187
COC(=O)C(Cl)Cl,2.905531204975964,3.659179286688615,307.6078323005785
CC(O)CN,3.173739245654261,3.2799351368231777,295.1934140494653
CNC1CCCCC1,3.964946236976925,3.534030418062308,257.2345398086687
Cc1ccc(C(C)(C)C)cc1,3.725797371023274,4.002739452340984,288.48919632677325
OCCSCCO,6.244908837811844,2.86184739440008,283.11489537913366
O=Cc1cccs1,2.8387184507534498,3.5907190790249968,359.1317810767141
CC(=O)c1cccs1,3.8579150161867983,3.405198196129274,310.18338109143633
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,4.6142171743812135,4.0435999983889115,222.7388060578907
CCCCOC(=O)CCl,1.6312887391770745,4.999999999069391,456.31894327830935
FC(F)(F)C(Cl)CCl,1.620796512523137,4.5514490366360665,349.39741961253293
CCC(C)I,1.3176512837566612,4.999999999994065,452.989810662805
